"text","orientacao"
"@tottustu @renatagarani @angelicaguirele LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"toda popular marcando presença no protesto. Torcida monstra. http://t.co/kxkCXfpKG8",
"Os Estados Unidos, povo bárbaro e sem cultura, têm apenas 15 ministérios. O governo do Brasil, capitaneado pelo #PT, tem 39.",
"Fui no supermercado fazer uma mini compra com produtos de higiene pessoal e plau 70 conto tá doido ",
,
"bacharelado em golpe do baú",
"@exame_com Priorizar impeachment é colocar os interesses da população acima dos interesses político-partidários",
"RT @midiacrucis: @camaradeputados @senadofederal “Não vai ter golpe!”: Dilma é ovacionada no Maranhão | Portal Fórum http://t.co/VsfbmwnEBP",
"RT @blogplanalto: Dilma: Essas casas foram construídas c/ recursos arrecadados c/ impostos. É uma decisão política construir casa p/ quem m…",
"RT @aelontra: Não faça da #PEC443 um abraço de afogados! A RFP tem a PEC deles. A 443 é a #PECdaAGU! Não aos destaques! https://t.co/sojSF4…",
"RT @CpsSIlviera: Aécio Neves e a desestabilização institucional, por Aldo Fornazieri",
,
,
"RT @O_Perguntelho: @motta1302 GOLPE É ELLA CONTINUAR NO GOVERNO, ARRUINANDO O PAÍS...",
"RT @cartamaior: A Globo dirigia o golpe até a semana passada; agora, seu dono avisa que não quer mais golpe já. O país é só um item da grad…",
"Política/Brasil:",
,
"RT @jaqueswagner: O fortalecimento das instituições e dos mecanismos legais de combate à corrupção podem ser o principal legado de @dilmabr…",
"Justiça recebe denúncia contra Zelada e mais 5 na Lava Jato http://t.co/k9CsqeWuLe",
"@tottustu @FAXINANOPODER_ @renatagarani LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"Gente, é tudo culpa da Dilma",
"Política/Brasil:",
,
"Manifestações de rua do próximo domingo podem selar futuro de Dilma http://t.co/88hv0MaOWn",
"Dilma repudia vale-tudo na política e critica aposta no 'quanto pior, melhor' #G1 http://t.co/4YBvhe7VY3",
"RT @cartamaior: A Globo dirigia o golpe até a semana passada; agora, seu dono avisa que não quer mais golpe já. O país é só um item da grad…",
"Protesto, sim. Muito protesto! Mas agressão, NUNCA!",
"Folha: quem acredit@ que te compre https://t.co/QoBqyamoJW",
"RT @profeborto: Compraram diploma tambem? Pois cérebro duvido..... https://t.co/bbg2ulOqtG",
"Que voracidade tem o pessoal do Temer! // US$ 31 milhões em propina para o PMDB http://t.co/XXuMiRLIMR",
"RT @PlantaoBrasilBR: NETFLIX ' SOCANDO ' FIRME NA GLOBO, QUE APELA A DILMA",
,
"Falsinhaaaaa falsiaaane  https://t.co/GpDU1er8aD",
"RT @BlogdoMiro: Aécio, o 'arregão', irá à marcha golpista? Por Altamiro Borges -- http://t.co/T8FXRF5rjS",
"RT @mgfufino: Advogada liga Toffoli e Gilberto Carvalho a máfia do DF http://t.co/zuW0HOb7xx vía @veja",
"Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan: BRASÍLIA (Reuters) - O presidente ... http://t.co/6NCgqWzCFX",
"RT @DiAntequera: @DepEduardoCunha AGU sendo usada a serviço do Governo! Advocacia Pública de Estado URGENTE!!!! #ListaTrípliceAGU #PEC82",
"Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan: BRASÍLIA (Reuters) - O presidente ... http://t.co/EyJqcq8nvi",
"RT @mattoso_camila: Deputados vão tentar derrubar veto de Dilma para clubes virarem empresas - http://t.co/nkiDCCdL5l",
"RT @TerraNoticiasBR: Jornalista e defensor dos direitos humanos na Síria é libertado depois de mais de três anos preso pelo governo.",
,
"RT @letraslimitadas: FOTO: Lula vai a restaurante de jatinho?",
,
"Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan: BRASÍLIA (Reuters) - O presidente ... http://t.co/nG4gkREWqq",
"Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan: BRASÍLIA (Reuters) - O presidente ... http://t.co/suThVJGUPH",
"""Meu palácio, minha vida"" - Dilma lança a ultima fase do PAC da governabilidade para seu fã-clube",
"Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan: BRASÍLIA (Reuters) - O presidente ... http://t.co/IGXA5RF65j",
"Não entendi.. se o Moro defende a publicidade da Lava-Jato porque arquivaram Aecio, e o Tarja Preta quem é? GA? @MPF_PRPR",
"RT @ThirzziaGC: @DepEduardoCunha Presidente, essa é a prova do que estamos reclamando há tempos: o uso político da Instituição AGU pelo gov…",
"Alívio para possíveis novos implicados na Lava Jato - http://t.co/YJSZ6g3OP7",
"RT @Dorasil76578668: Para doleiro Youssef, governo sabia de corrupção na Petrobras  #G1 http://t.co/J0NU80BTIv",
"RT @cesprogis: Infelizmente a mocréia não tem essa dignidade toda pra renunciar https://t.co/98lyc7Y8sJ",
"BAIXARIA: Gleisi Hoffman acusa ministros do TCU de 'oportunismo' ao julgar contas de Dilma http://t.co/VEit9bwN4a via @estadao",
"BAIXARIA: Gleisi Hoffman acusa ministros do TCU de 'oportunismo' ao julgar contas de Dilma http://t.co/DDXXgXFnoz via @estadao",
"RT @CheZeGuevara: Antes a turma GOLPISTA não aplaudiu Dilma pelas reduções. ",
,
,
"RT @VictorLouSan: A esquerda precisa ter sua própria expressão. Não ter um jornal, isso sim é cagada. https://t.co/xTR4MDDFb6",
"É isso aí! Como dizia Ulisses Guimarães, político tem medo é do povo na rua! Boraaaaa meu povo! #16AgoEuVou  https://t.co/JKM9sRCb82",
"Absurdo esse cara ainda estar na presidência da Câmara. https://t.co/hvwZBsZHld",
"RT @DeputadoFederal: Me agrada um Ministério com Lula, Ciro Gomes, Requião, Tarso Genro e outras lideranças p mobilizar o Brasil contra os …",
"#VemPraRua 16 de Agosto - 9:30h - Esplanada http://t.co/52WAyFkMNP",
"Acho que ele quis dizer máfia. https://t.co/BiD7FAjcKr",
"Dilma: quanto pior melhor? Melhor pra quem? | Conversa Afiada http://t.co/uJMaumON1C",
"RT @ThirzziaGC: @DepEduardoCunha Presidente, essa é a prova do que estamos reclamando há tempos: o uso político da Instituição AGU pelo gov…",
"RT @MBLivre: ""O Brasil precisa que as pessoas pensem primeiro nele"" diz Dilma.",
,
,
"RT @ReutersBrazil: Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan http://t.co/5lUvvhWLJs",
"@pkempers Olha se a Dilma,o Edir Macedo dão bola pra ele.O Silas quer mídia cara,só isso o interesse dele.Ah e grana,muita grana também!",
"@DepEduardoCunha o atual gestor da AGU se comporta como um ministro do atual governo e não como O AGU.",
"Dirceu está ressentido com PT é Lula. Ótimo  https://t.co/Fern3yDY5K",
"RT @esmaelmorais: No Maranhão, Dilma ouviu do povo: “Não vai ter golpe!”; assista ao vídeo - http://t.co/DA2RYoX3lQ http://t.co/foSkhfqBWe",
"@crissmattar @Ary_AntiPT O Aécio esta perdido.",
"RT @esportebandrs: ""Nunca teve pressão, mas agora vai ter"" Frase de um torcedor no protesto que acontece nesse momento no CT Parque Gigante.",
"@CorreiosBR FORA CORRUPTOS ... EMPRESA DE BOSTA ... PRIVATIZEM ESTA MERDA OS FUNCIONARIOS MERECEM SER VALORIZADOS  #FORAPT",
"Dilma passa a ser a presidente mais impopular http://t.co/WUNl5Y5xkc http://t.co/PEhZ1TAGEL",
"RT @denirothenburg: Marina dá a entender que não apoia impeachment blog da denise http://t.co/szqMJA9DWZ",
"@AnjoNpi Ataque do PT ao Congresso é golpe de estado. - http://t.co/usOakmfPNZ",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo - http://t.co/smS92PWPDN http://t.co/GrHW2qZRzt",
"RT @moemaqd: @DepArthurMaia a pec 300 não precisa de companhia, mas a AGU precisa se tornar advocacia de Estado e não de Governo NÃO à incl…",
"Tudo é uma questão de necessidade. Ou vocês acham que os sapos pulam porque gostam? Com golpe dado, Cunha e asseclas revertem ""pauta bomba"".",
"RT @ThirzziaGC: @DepEduardoCunha Pres., tudo isso é por conta do aparelhamento q vem sofrendo a AGU e a Advocacia de Governo q se instalou …",
"@freitaslibia fora Dilma fora pilantras o Brasil não aguenta mais vocês você vai cair",
"é vdd https://t.co/0AktNTtlGS",
"RT @casa_dos_pobres: Não entendi.. se o Moro defende a publicidade da Lava-Jato porque arquivaram Aecio, e o Tarja Preta quem é? GA? @MPF_P…",
"Globo e Dilma: ",
,
,
,
,
"Globo e Dilma: ",
,
,
,
,
"RT @andrevallias: Globo, Veja, Folha, Fiesp, Firjan, banqueiros e representantes do agronegócio formam FRENTE DE ESQUERDA p/ defender gover…",
"O espaço é gospel mas o sermão é do governo",
"RT @rerojass: A guerrilheira quer guerrear! ",
,
"E ainda tem gente que ACREDITA!",
,
,
,
,
"O Governo fracassou, a dívida dispara 59,8 mil milhões #PaF ! @CostaPS2015 http://t.co/4RryPbjh69",
"NETFLIX ' SOCANDO ' FIRME NA GLOBO, QUE APELA A DILMA. http://t.co/B067D9JCHH http://t.co/0AGwpdEIBw",
"Henrique encontra amigo e secretário do governo Robinson que ele pediu para deixar o PMDB http://t.co/YcfemroSgx",
"RT @blogplanalto: Dilma: Temos que ter consciência de que o Brasil não está parado. O país fez um enorme esforço na área de infraestrutura.…",
"RT @cesprogis: Infelizmente a mocréia não tem essa dignidade toda pra renunciar https://t.co/98lyc7Y8sJ",
"RT @broadpolitico: A entrega de casas doMCMV, no Maranhão, transformou-se em ato de desagravo à @dilmabr, com palavras de ordem como 'Não v…",
"RT @HadadTranquilao: Torre Eiffel sendo construída no governo Alckmin. http://t.co/EsDQIPsehg",
"RT @macedorosane: O verdadeiro golpe http://t.co/NH6ozoZLBE via: @o_antagonista",
"@PAULO_RICARDO__ Música de protesto https://t.co/V1bkFIgA7X",
"RT @Dorasil76578668: Para doleiro Youssef, governo sabia de corrupção na Petrobras  #G1 http://t.co/J0NU80BTIv",
"RT @lopesmyname: Marcha das Margaridas terá 70 mil mulheres com Dilma, diz Contag http://t.co/LVLBFCAeKX",
"RT @suelyrocha: Rindo da nossa cara?",
,
,
,
"@joaoprim Ataque do PT ao Congresso é golpe de estado. - http://t.co/usOakmfPNZ",
"RT @humbertoseadi: @DepEduardoCunha , viabilize a #pec443, não permita manobras do governo!",
"@tottustu @daniellbravo @marazil @delfinasm LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @bbthcruz: Via Estadão: Ministra defende Dilma e Temer no Twitter e diz que 'inocentes não podem pagar pelos infratores' -  http://t.co/…",
"@antounh eleição financiada com dinheiro ""legal"" originada de propina? ..esse discurso nao cola amigo.. .ela sofrera impeachment.. sem golpe",
"Presidente nacional do PSB, Carlos Siqueira diz que impeachment de Dilma não é bandeira do... https://t.co/888lZrqFXe",
"Adoro assuntos da filA de espera. Brasileiros falando de corrupção .",
"RT @DiariodoPoder: 'Governo já torrou R$ 35 milhões com cartões corporativos' via @DiariodoPoder - http://t.co/zqlekwBD2W http://t.co/gae2Y…",
"Dilma busca ajuda do MST para impedir manifestação de 16 de Agosto http://t.co/hLgUggxWUf",
"RT @JorgeXiada: E ainda tem gente que ACREDITA!",
,
,
,
,
"RT @CBRadiologia: Médicos ameaçam entrar na Justiça contra decreto de Dilma http://t.co/wbwCtMp1gB",
"Citados na Lava Jato devolveram R$ 200 milhões em impostos http://t.co/uXHHFKMwIE",
"Globo e Dilma: ",
,
,
"RT @pauloap: O GOVERNO DILMA É RESPONSÁVEL PELA MORTE. SIMPLES ASSIM. https://t.co/ecFBw5jxiQ",
"@CleideLessnau Ataque do PT ao Congresso é golpe de estado. - http://t.co/usOakmfPNZ",
"Meu to há 3 dias falando sobre lava-jato e Dirceu",
"Presidente nacional do PSB, Carlos Siqueira diz que impeachment de Dilma não é bandeira do partido -- http://t.co/XJJ06STraN",
"#Desemprego e #Crise por todos os cantos ... menos para os banqueiros @underjahsun #Dilma em 8 meses: cortou férias ( ... ) e cortou o #fies",
"@dilmabr DILMA VAI COLHER  QUE PLANTOU FALTA D CARÁTER RCORRUPÇÃO  MENTIRAS  USO DE DINHEIRO PUBLICO EM CAMPANHA ESTELIONATO",
"RT @ptsul: #Sartorices Sobre o Plano de governo do Sartori. Charge do Kayser no #PTsul http://t.co/67ed0MfIFT",
"10/08/2015 segundo analistas, risco de um impeachment já chega a 40%, agora só falta fazermos a nossa parte #16AgoEuVou e vc?",
"RT @casa_dos_pobres: 'Por isso que nós não concordamos com nenhuma medida que leve à instabilidade do País' Dilma",
"Deus te ouça... Deus te ouça... https://t.co/ENfsFmRkQj",
"RT @revistapiaui: #thepiauiherald Dilma anuncia queima total de estoque http://t.co/rgrIegFCef http://t.co/eO4uBZctBo",
"N entendo o povo xingando a Dilma pela economia. Pagam ingressos, caros, pelo show do ídolo gringo. Nem tinha q ir, já q está tão difícil",
"Gleisi Hoffman acusa ministros do @TCUoficial de 'oportunismo' ao julgar contas de Dilma E OS CHAMA DE MENTIROSOS! http://t.co/VEit9bwN4a",
"RT @anacarolinaruiz: @DepEduardoCunha , a Câmara vai aceitar o subst. do governo, para melar todo o trabalho realizado pelos membros da AGU…",
"RT @DilmaNews_siga: Qual seria a resposta de Eduardo Campos à carta espírita de Aécio? Por Kiko Nogueira:   A carta de Aécio Neves... http:…",
"Gleisi Hoffman acusa ministros do @TCUoficial de 'oportunismo' ao julgar contas de Dilma E OS CHAMA DE MENTIROSOS! http://t.co/AMWRDv8BHO",
"escravizam os alunos desde do primeiro semestre, estágio etc, trabalhamos de graça pro governo. E o ministro da educação ainda diz que",
"RT @andrevallias: Depois da campanha vale-tudo, Dilma condena o vale-tudo, antes que o real não valha nada...",
"Até o dia 16 de agosto estão abertas as inscrições para a Copa Antônio Simeão de Futebol de Campo. Prepare seu... http://t.co/jMPz1iMU8X",
"RT @brozx: Gente, é tudo culpa da Dilma",
"Votar contas e debater impeachment não são prioridades, diz Renan http://t.co/jmaXLnf3Pi",
"Citados na Lava Jato devolveram R$ 200 milhões em impostos http://t.co/gpVqswm2kQ",
"@Skank Música de protesto https://t.co/V1bkFIgA7X",
"RT @cartamaior: 'Dar prioridade a impeachment é o mesmo que colocar fogo no país' (Renan Calheiros, depois do cessar fogo decretado pela Gl…",
"Justiça aceita denúncia, e Jorge Zelada e mais 5 tornam-se réus na Lava Jato http://t.co/wkvtpl9PUP",
"RT @jwbranda: @letraslimitadas @Ary_AntiPT  LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @crissmattar: Aécio Neves homenageou o amigo Eduardo Campos.Para Aécio, Eduardo faz muita falta ao Brasil.",
,
"É preciso dar um basta na corrupção no jornalismo - Geledés http://t.co/qnIkcnFBiK",
"RT @helenamader_cb: Escândalo versão 2.0: operador da Lava-Jato, Paulo Roxo atuou no esquema da Caixa de Pandora",
,
"RT @rerojass: A guerrilheira quer guerrear! ",
,
"RT @JornalOGlobo: Ressentido, Dirceu sente abandono até de Lula e se queixa da falta de apoio público. http://t.co/5z1pbAETh2 http://t.co/g…",
"Juiz Sérgio Moro exalta Operação Lava Jato e pede mudanças na Justiça brasileira para barrar… http://t.co/2czdinuX7F http://t.co/ahKYQjyP20",
"A pergunta é pelo @AecioNeves ... não pra mim  ;) https://t.co/iMhENNiyGP",
"Em meio à crise política, cartolas vão a Brasília agradecer Dilma (10/08/15-17h30) http://t.co/IhjjfN4yWu #TudoDeEsportes",
"RT @BlogDoPim: Se a imprensa brasileira se empenhasse para derrubar Dilma Rousseff como se empenha para derrubar Donald Trump, ela já teria…",
"RT @cesprogis: Infelizmente a mocréia não tem essa dignidade toda pra renunciar https://t.co/98lyc7Y8sJ",
"RT @BlogDoPim: Se a imprensa brasileira se empenhasse para derrubar Dilma Rousseff como se empenha para derrubar Donald Trump, ela já teria…",
"Presidente da CPI do BNDES diz que Lula não escapa http://t.co/gNtovYQMq1",
,
"Governo e Congresso começam a debater agenda pós ajuste fiscal http://t.co/GqqovgwCwm",
"RT @jwbranda: @tottustu @FAXINANOPODER_ @renatagarani LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW…",
"RT @RealKajuru: Felizmente terminei toda uma investigação escandalosa. Entendi o golpe de GANGSTER e concluí a entrevista c/ @CarneiroMPCGO",
"RT @blogplanalto: Dilma: No passado, o Norte e o Nordeste não eram considerados como sendo estratégicos para o desenvolvimento do país #TEG…",
"De boa @L9CPTM da Berrini a sto Amaro e @L5lilas de sto Amaro ao Capão #ForaDilma #Dia16 @UsuariosCPTM",
"Presidente da CPI do BNDES diz que Lula não escapa http://t.co/Zodw4eWFL2",
,
"RT @AD_Comunicacao: ""Hoje estamos vivendo sob os estilhaços e o impacto da explosão da bomba-relógio de efeito retardado armada pelo govern…",
"Não é dever da oposição apontar saída para a crise, avaliam Alckmin e Aécio http://t.co/7eiUnPflo2  @OGloboPolitica @VEJA @RevistaEpoca",
"Editorial, tiram o seu da reta do Golpe. Na 1ª pagina dão manchete que panelaço Silenciou o Pt, sendo que panelas bateram nos votos do Aecio",
"RT @pauloeduwcski: quem é do achaque não se regenera! (uso do cargo para coibir investigação. esse é o cara que o PSDB se aliou!)  https://…",
"Não é dever da oposição apontar saída para a crise, avaliam Alckmin e Aécio http://t.co/QDKVWMbfGw  @OGloboPolitica @VEJA @RevistaEpoca",
"RT @freitaslibia: “@motta1302: Folha Política: Para tentar sair do isolamento, Dilma recebe UNE e MST: http:UNE E MST UNS VENDIDOS, DILMA V…",
"Esse é o Brasil que queremos! Viva #Dilma . https://t.co/bvwKDJ7XPB",
"@_LuizEmanuel normal!",
,
"RT @O_Perguntelho: @motta1302 GOLPE É ELLA CONTINUAR NO GOVERNO, ARRUINANDO O PAÍS...",
"RT @SandraARomano: Dilma decide cair nos braços da esquerda para tentar enfrentar as ruas no dia 16.É de uma tolice espantosa! http://t.co/…",
"Retweeted JORGE KAJURU, (@RealKajuru):",
,
"RT @AD_Comunicacao: ""O governo do PT foi cometendo erros, foi se recusando a promover reformas, e a crise econômica se avolumou"", afirmou @…",
"exatamente, conversei sobre isso ontem!  https://t.co/c9VgOX1zK9",
"Governo acertou ao aumentar investimento e evitar desemprego, diz Gleisi:  http://t.co/PXGbZWUJqX",
"RT @casa_dos_pobres: Não entendi.. se o Moro defende a publicidade da Lava-Jato porque arquivaram Aecio, e o Tarja Preta quem é? GA? @MPF_P…",
"“É um erro confundir a insatisfação com Dilma com apoio a sua saída” http://t.co/JGbTnxdqU9 @Canhotisse @bob_sheldon",
"RT @StalinBurrinho: EXCLUSIVO: LULA A JATO!",
,
,
"RT @freitaslibia: “@motta1302: Folha Política: Para tentar sair do isolamento, Dilma recebe UNE e MST: http:UNE E MST UNS VENDIDOS, DILMA V…",
"RT @GFiuza_Oficial: Dilma diz que é hora de ""pensar primeiro no Brasil"". Brasileiros se apavoram com a ameaça e imploram a Dilma que contin…",
"RT @valor_economico: Votar contas e debater impeachment não são prioridades, diz Renan http://t.co/jmaXLnf3Pi",
"RT @jwbranda: @tottustu @renatagarani @angelicaguirele LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMh…",
"RT @_LuckyBastard: Um dia cêis vão lembrar que defenderam esse governo como quem lembra que usou ombreiras.",
"RT @NacimAlli: @freitaslibia fora Dilma fora pilantras o Brasil não aguenta mais vocês você vai cair",
"Como assim o ingresso inteiro é 10 Dilma??? Que delícia,cara!",
"RT @Dorasil76578668: Para doleiro Youssef, governo sabia de corrupção na Petrobras  #G1 http://t.co/J0NU80BTIv",
"RT @mfdguerra: Dirceu está ressentido com PT é Lula. Ótimo  https://t.co/Fern3yDY5K",
"RT @Gilberto_Alves7: @pmanzo70 O que você entende por golpe? Deixar ser roubado e ficar de boca fechada!! Ou entrar na mesma quadrilha?",
"@rockinrio @TwitterBrasil tirem esta merda do meu twitter, odeio ROCK essa musica do diabo ... #forapt",
"@tottustu @aeciofaraujo @NeyAquino1 @grisolia_l LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @ThirzziaGC: @DepEduardoCunha Presidente, essa é a prova do que estamos reclamando há tempos: o uso político da Instituição AGU pelo gov…",
"RT @casa_dos_pobres: 2- , que leve o caos às finanças do governo federal, dos estados e dos municípios"" Dilma",
"Misericórdia não ta para entender este #Aécio que quebrou Minas! Jesus misericórdia! Do povo pernambucano !! https://t.co/38FWxciw7h",
"RT @rerojass: A guerrilheira quer guerrear! ",
,
"TCU votará contas de Dilma a partir do dia 26 http://t.co/9Q4ko2Vs5W @Veja",
"RT @Johnny_Rock45: Kkkkkkkkkkkk renúncia??? A esquerda vai roer até os ossos, mas não entrega o poder assim facinho. #ForaDilma #ForaPT htt…",
"RT @caranovanocongr: Presidente da CPI do BNDES diz que Lula não escapa http://t.co/Zodw4eWFL2",
,
"RT @igorcavalari: @NecoNery roubar igual a dilma",
"RT @oThiagoRosa: -Vamos protestar contra a corrupção",
,
,
"RT @revistaforum: Insatisfação com Dilma não quer dizer apoio a impeachment, afirma presidente do Data Popular | Portal Fórum http://t.co/c…",
"RT @diarioonline: Dilma mentiu para a população, afirma Ciro Gomes",
,
"RT @dn_rocha: @motta1302  Dilma o único apelo que ouviremos da sua parte é o apoio pra sua saída.",
"RT @ThirzziaGC: @DepEduardoCunha #SOSAGU Isso é a prova da linha de Advocacia de Governo que vem se apoderando da AGU.",
"QUEM HOJE TENTA DAR GOLPES JÁ QUEBROU O BRASIL #NoMeiodoCaminhoTemOpovo https://t.co/1HrWLP8PnG",
"RT @AldoNunes57: Flávio Dino defende Dilma do ""golpe"", e presidente reage ao ""vale-tudo"" http://t.co/aBTuIARVtT",
"RT @BlogDoPim: Lula é citado por envolvidos na Lavo Jato e pai de Marcelo Odebrecht autoriza delação: vai citar o Brahma também? http://t.c…",
"RT @_LuckyBastard: Um dia cêis vão lembrar que defenderam esse governo como quem lembra que usou ombreiras.",
"@renancalheiros toma cuidado com a #LavaJato  https://t.co/cElOYvlHUM",
"RT @casa_dos_pobres: 'Vou fazer um apelo. Vamos repudiar sistematicamente o vale-tudo para atingir qualquer governo' Dilma",
"#CinismoeMentiraAsArmasMaisPerigosasComunistas exemplos atuais #Chaves @nicolasmaduro @inst_lula @dilmabr @rfalcao13 https://t.co/N6CqiccuMR",
"RT @CheZeGuevara: Deixa eu entender  @Faltometro",
,
,
,
"RT @CheZeGuevara: Deixa eu entender  @Faltometro",
,
,
,
"RT @AD_Comunicacao: ""O mais preocupante é que não estamos falando de um governo em final de mandato, mas sim de um governo eleito recenteme…",
"RT @DiariodoPoder: 'Dilma pode ser o quarto presidente brasileiro a renunciar' via @DiariodoPoder - http://t.co/sO2Pr5dkck http://t.co/mVUJ…",
"RT @ThirzziaGC: @DepEduardoCunha Pres., tudo isso é por conta do aparelhamento q vem sofrendo a AGU e a Advocacia de Governo q se instalou …",
"RT @DeputadoFederal: Me agrada um Ministério com Lula, Ciro Gomes, Requião, Tarso Genro e outras lideranças p mobilizar o Brasil contra os …",
"RT @LuanaDaTV: Enquanto o brasileiro toma no cu, o Chico Buarque toma Champanhe lá em Paris, defendendo a Dilma e recebendo uma graninha do…",
"Depois de ontem, respeito é o caralho, tem que toma vergonha na cara https://t.co/CCJKKQuYhj",
"QUEM HOJE TENTA DAR GOLPES JÁ QUEBROU O BRASIL #NoMeiodoCaminhoTemOpovo https://t.co/fecCRunnrr",
"@dilmabr ouça nosso apelo e renuncie ja.Vc estar 5 anos no Gov,e ja fez estrago demais.#VemPraRua16Ago  https://t.co/bRNU6DK5dK",
"RT @casa_dos_pobres: 2-', seja o governo federal, seja o governo dos estados, dos municípios"" ",
,
"RT @Pataxocartoons: Trensalão não vêm ao caso https://t.co/annMA2RUi9",
"RT @AD_Comunicacao: ""O governo do PT foi cometendo erros, foi se recusando a promover reformas, e a crise econômica se avolumou"", afirmou @…",
"RT @revistaforum: Insatisfação com Dilma não quer dizer apoio a impeachment, afirma presidente do Data Popular | Portal Fórum http://t.co/c…",
"RT @profeborto: Compraram diploma tambem? Pois cérebro duvido..... https://t.co/bbg2ulOqtG",
"#OperacaoBetaLab  Governo e Congresso começam a debater agenda pós ajuste fiscal http://t.co/kq9fm2DmmT #RT",
"#OperacaoBetaLab  Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan http://t.co/PmYb8SFCyP #RT",
"RT @sorayabborges: PAC deu condições para enfrentar as dificuldades de hoje, diz Dilma - Portal Vermelho http://t.co/qnakFsFZYA! http://t.c…",
"TCU votará contas de Dilma a partir do dia 26: Em nota, assessoria da Corte diz que ""não há data fixa para o p... http://t.co/9YXGaJhQCw",
"Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan http://t.co/Yky1AEZnbZ",
"Não dá pra transferir responsabilidade pela nossa derrocada à crise mundial. A responsabilidade é a incompetência administrativa do governo.",
"Lula e o impeachment https://t.co/SA5mgqcto6 via @YouTube",
"@CNJ_oficial Prezados e Prezadas. Sou um cidadão e estou extremamente estarrecido com o que está acontecendo com a Lava Jato.",
"@itau @suplaoriginal @rockinrio quem merda #forapt CORRUPTOS",
"RT @ComunicaPress: Importante reflexão dos dias que vivemos ! Com Dilma, Brasil caminha para ""grau de especulação""  http://t.co/pYfBLO87uZ …",
"#OperacaoBetaLab  Governo e Congresso começam a debater agenda pós ajuste fiscal http://t.co/t1kZ0CWtKo #RT",
"A situação econômica do Brasil melhorará quando o governo parar de gastar como se fosse infinitamente rico, e investir no necessário.",
"#OperacaoBetaLab  Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan http://t.co/DURRIiptbX #RT",
"#OperacaoBetaLab  Governo e Congresso começam a debater agenda pós ajuste fiscal http://t.co/b6LGfEJ2k2 #RT",
"#OperacaoBetaLab  Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan http://t.co/zdjhfgV2qr #RT",
"http://t.co/WS2ci0RmBk querer seus direitos # ser porca",
"RT @turquim5: Brigam p/ver quem vai perder pro Lula em 2018...Quatro tucanos articulam e conspiram para subir a rampa do Planalto! http://t…",
"TCU votará contas de Dilma a partir do dia 26: Em nota, assessoria da Corte diz que ""não há data fixa para o p... http://t.co/HSPTb0rS3c",
"RT @marisascruz: É ESTARRECEDOR!",
,
,
,
"RT @jao_snow: - O senhor confirma que fez doações de campanha para a Dilma Rousseff ?",
,
,
"Dilma: estamos chegando a quase 4 milhões de moradias no Minha casa, minha vida - http://t.co/xEzcQ6vrVv",
"RT @_vitor1909: Depois de ontem, respeito é o caralho, tem que toma vergonha na cara https://t.co/CCJKKQuYhj",
"@MariaCarbwel @PastorLiomar Os Tucanos quando não estão tentando dar um golpe, estão tentando vender nossas riquezas pro bandido.",
"Teoria do domínio do fato pode levar Lula para a cadeia? | Artigos JusBrasil http://t.co/1wEKR9kz9g",
"RT @pecunia55: @dilmabr ouça nosso apelo e renuncie ja.Vc estar 5 anos no Gov,e ja fez estrago demais.#VemPraRua16Ago  https://t.co/bRNU6DK…",
"RT @rerojass: A guerrilheira quer guerrear! ",
,
"RT @revistaforum: Insatisfação com Dilma não quer dizer apoio a impeachment, afirma presidente do Data Popular | Portal Fórum http://t.co/c…",
"OLHA O CÚMULO DA HIPOCRISIA - DILMA FALA DO VALE TUDO NA POLÍTICA! ENTÃO DIGAS QTO PAGASTE AO PMDB P/PHODER A NAÇÃO? http://t.co/tpMwzyBq1I",
"O garoto do teatro mandando corrente pra protestar contra a dilma",
,
"TCU votará contas de Dilma a partir do dia 26: Em nota, assessoria da Corte diz que ""não há data fixa para o p... http://t.co/r4Lyj6bPdk",
